Entry	Gene names  (ordered locus )	Gene names  (primary )	Gene names  (synonym )	Protein names	Function [CC]	Catalytic activity	Gene ontology (GO)	Gene ontology (molecular function)	Gene ontology (biological process)	Gene ontology (cellular component)	Subcellular location [CC]	Pathway	Cofactor	Subunit structure [CC]	EC number	Length	Activity regulation	Kinetics	Miscellaneous [CC]	Status	Protein existence	Proteomes
P72715		phoA		Alkaline phosphatase			integral component of membrane [GO:0016021]; acid phosphatase activity [GO:0003993]	acid phosphatase activity [GO:0003993]		integral component of membrane [GO:0016021]						326				unreviewed	Predicted	UP000001425: Chromosome
Q6ZE86	sll8006			Type I restriction-modification system S subunit			DNA binding [GO:0003677]	DNA binding [GO:0003677]								464				unreviewed	Predicted	UP000001425: Plasmid pSYSG
Q55408	slr0581			Slr0581 protein												110				unreviewed	Predicted	UP000001425: Chromosome
P74425	sll0360			Sll0360 protein			integral component of membrane [GO:0016021]; metalloendopeptidase activity [GO:0004222]; CAAX-box protein processing [GO:0071586]	metalloendopeptidase activity [GO:0004222]	CAAX-box protein processing [GO:0071586]	integral component of membrane [GO:0016021]						277				unreviewed	Predicted	UP000001425: Chromosome
P74617	sll1481			Sll1481 protein			integral component of membrane [GO:0016021]			integral component of membrane [GO:0016021]						451				unreviewed	Predicted	UP000001425: Chromosome
Q6ZEX3	ssl5007			Uncharacterized protein												82				unreviewed	Predicted	UP000001425: Plasmid pSYSM
P73696	slr1811			Slr1811 protein												159				unreviewed	Predicted	UP000001425: Chromosome
P72762		gltD		NADH-glutamate synthase small subunit			iron-sulfur cluster binding [GO:0051536]; oxidoreductase activity, acting on the CH-NH2 group of donors, NAD or NADP as acceptor [GO:0016639]; glutamate biosynthetic process [GO:0006537]	iron-sulfur cluster binding [GO:0051536]; oxidoreductase activity, acting on the CH-NH2 group of donors, NAD or NADP as acceptor [GO:0016639]	glutamate biosynthetic process [GO:0006537]							494				unreviewed	Predicted	UP000001425: Chromosome
Q6ZER0	ssl5070			Uncharacterized protein												84				unreviewed	Predicted	UP000001425: Plasmid pSYSM
P72968	slr1590			Slr1590 protein												295				unreviewed	Predicted	UP000001425: Chromosome
Q6ZEF1	sll7047			Sll7047 protein			integral component of membrane [GO:0016021]			integral component of membrane [GO:0016021]						243				unreviewed	Predicted	UP000001425: Plasmid pSYSA
P73656	ssr3189			Ssr3189 protein												55				unreviewed	Predicted	UP000001425: Chromosome
P74803	ssl0511			Ssl0511 protein			regulation of transcription, DNA-templated [GO:0006355]		regulation of transcription, DNA-templated [GO:0006355]							65				unreviewed	Predicted	UP000001425: Chromosome
Q55743	sll0382			Sll0382 protein												176				unreviewed	Predicted	UP000001425: Chromosome
P74517		nlpD		Lipoprotein NlpD			metalloendopeptidase activity [GO:0004222]	metalloendopeptidase activity [GO:0004222]								715				unreviewed	Predicted	UP000001425: Chromosome
Q55955	sll0779			Sll0779 protein			integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]; diguanylate cyclase activity [GO:0052621]; cell adhesion involved in single-species biofilm formation [GO:0043709]; negative regulation of bacterial-type flagellum-dependent cell motility [GO:1902201]	diguanylate cyclase activity [GO:0052621]	cell adhesion involved in single-species biofilm formation [GO:0043709]; negative regulation of bacterial-type flagellum-dependent cell motility [GO:1902201]	integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]						884				unreviewed	Predicted	UP000001425: Chromosome
P74264	slr1676			Slr1676 protein			integral component of membrane [GO:0016021]			integral component of membrane [GO:0016021]						163				unreviewed	Predicted	UP000001425: Chromosome
P73458		prc		Carboxyl-terminal protease			outer membrane-bounded periplasmic space [GO:0030288]; endopeptidase activity [GO:0004175]; serine-type peptidase activity [GO:0008236]; signal transduction [GO:0007165]	endopeptidase activity [GO:0004175]; serine-type peptidase activity [GO:0008236]	signal transduction [GO:0007165]	outer membrane-bounded periplasmic space [GO:0030288]						423				unreviewed	Inferred from homology	UP000001425: Chromosome
P73712	slr1820			Slr1820 protein			integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]; mannosyltransferase activity [GO:0000030]; pentosyltransferase activity [GO:0016763]; lipopolysaccharide biosynthetic process [GO:0009103]; protein O-linked glycosylation [GO:0006493]; response to iron(III) ion [GO:0010041]	mannosyltransferase activity [GO:0000030]; pentosyltransferase activity [GO:0016763]	lipopolysaccharide biosynthetic process [GO:0009103]; protein O-linked glycosylation [GO:0006493]; response to iron(III) ion [GO:0010041]	integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]	SUBCELLULAR LOCATION: Membrane {ECO:0000256|ARBA:ARBA00004141}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00004141}.					490				unreviewed	Predicted	UP000001425: Chromosome
P73686	sll1708			NarL subfamily			DNA binding [GO:0003677]; phosphorelay signal transduction system [GO:0000160]; regulation of transcription, DNA-templated [GO:0006355]	DNA binding [GO:0003677]	phosphorelay signal transduction system [GO:0000160]; regulation of transcription, DNA-templated [GO:0006355]							226				unreviewed	Predicted	UP000001425: Chromosome
P72815	sll1656			Sll1656 protein			integral component of membrane [GO:0016021]			integral component of membrane [GO:0016021]						191				unreviewed	Predicted	UP000001425: Chromosome
P74176		hlyB		HlyB family			integral component of membrane [GO:0016021]; type I protein secretion system complex [GO:0030256]; ABC-type transporter activity [GO:0140359]; ATP binding [GO:0005524]; ATPase-coupled transmembrane transporter activity [GO:0042626]; peptidase activity [GO:0008233]; protein secretion by the type I secretion system [GO:0030253]; transmembrane transport [GO:0055085]	ABC-type transporter activity [GO:0140359]; ATPase-coupled transmembrane transporter activity [GO:0042626]; ATP binding [GO:0005524]; peptidase activity [GO:0008233]	protein secretion by the type I secretion system [GO:0030253]; transmembrane transport [GO:0055085]	integral component of membrane [GO:0016021]; type I protein secretion system complex [GO:0030256]						1011				unreviewed	Predicted	UP000001425: Chromosome
P74679	sll0449			Sll0449 protein												372				unreviewed	Predicted	UP000001425: Chromosome
P73027	ssl1922			Transposase												83				unreviewed	Predicted	UP000001425: Chromosome
P73085		zntC		Periplasmic binding protein component of an ABC type zinc uptake transporter			metal ion binding [GO:0046872]; metal ion transport [GO:0030001]	metal ion binding [GO:0046872]	metal ion transport [GO:0030001]							338				unreviewed	Evidence at protein level	UP000001425: Chromosome
Q55907	slr0303			Slr0303 protein			methyltransferase activity [GO:0008168]	methyltransferase activity [GO:0008168]								322				unreviewed	Predicted	UP000001425: Chromosome
P73772	sll1163			Sll1163 protein												135				unreviewed	Predicted	UP000001425: Chromosome
P73977	sll1997			Transposase												155				unreviewed	Predicted	UP000001425: Chromosome
Q55748	slr0421			Slr0421 protein												249				unreviewed	Predicted	UP000001425: Chromosome
Q6ZEW5	ssl5015			Uncharacterized protein												93				unreviewed	Predicted	UP000001425: Plasmid pSYSM
P74785	ssl0312			Ssl0312 protein												66				unreviewed	Predicted	UP000001425: Chromosome
P72839	slr1301			Slr1301 protein												535				unreviewed	Predicted	UP000001425: Chromosome
P73877	slr0262			Slr0262 protein			integral component of membrane [GO:0016021]			integral component of membrane [GO:0016021]						134				unreviewed	Predicted	UP000001425: Chromosome
Q55362	sll0886			Sll0886 protein												279				unreviewed	Predicted	UP000001425: Chromosome
Q55560	sll0168			Sll0168 protein												111				unreviewed	Predicted	UP000001425: Chromosome
P72868	sll0931			Sll0931 protein			integral component of membrane [GO:0016021]			integral component of membrane [GO:0016021]						156				unreviewed	Predicted	UP000001425: Chromosome
P73861	slr1726			Slr1726 protein			integral component of membrane [GO:0016021]			integral component of membrane [GO:0016021]						240				unreviewed	Predicted	UP000001425: Chromosome
P73719	sll1628			Sll1628 protein												384				unreviewed	Predicted	UP000001425: Chromosome
P73902	sll0236			Sll0236 protein			extracellular space [GO:0005615]; metallocarboxypeptidase activity [GO:0004181]; zinc ion binding [GO:0008270]; proteolysis [GO:0006508]	metallocarboxypeptidase activity [GO:0004181]; zinc ion binding [GO:0008270]	proteolysis [GO:0006508]	extracellular space [GO:0005615]						558				unreviewed	Predicted	UP000001425: Chromosome
P97153	sll1999			Transposase			DNA binding [GO:0003677]; transposase activity [GO:0004803]; transposition, DNA-mediated [GO:0006313]	DNA binding [GO:0003677]; transposase activity [GO:0004803]	transposition, DNA-mediated [GO:0006313]							172				unreviewed	Predicted	UP000001425: Chromosome
P72614	sll1401			Sll1401 protein												336				unreviewed	Predicted	UP000001425: Chromosome
P73607	slr1856			Anti-sigma factor antagonist			anti-sigma factor antagonist activity [GO:0043856]	anti-sigma factor antagonist activity [GO:0043856]								109				unreviewed	Inferred from homology	UP000001425: Chromosome
P73959	ssr2551			Ssr2551 protein												94				unreviewed	Predicted	UP000001425: Chromosome
P73578	ssr1499			Ssr1499 protein			integral component of membrane [GO:0016021]			integral component of membrane [GO:0016021]						89				unreviewed	Predicted	UP000001425: Chromosome
P73159		cydA		Cytochrome oxidase d subunit I			cytochrome complex [GO:0070069]; integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]; electron transfer activity [GO:0009055]; heme binding [GO:0020037]; metal ion binding [GO:0046872]; oxidoreductase activity, acting on diphenols and related substances as donors, oxygen as acceptor [GO:0016682]; aerobic electron transport chain [GO:0019646]	electron transfer activity [GO:0009055]; heme binding [GO:0020037]; metal ion binding [GO:0046872]; oxidoreductase activity, acting on diphenols and related substances as donors, oxygen as acceptor [GO:0016682]	aerobic electron transport chain [GO:0019646]	cytochrome complex [GO:0070069]; integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]	SUBCELLULAR LOCATION: Membrane {ECO:0000256|ARBA:ARBA00004141}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00004141}.					483				unreviewed	Inferred from homology	UP000001425: Chromosome
P73277	slr1148			Slr1148 protein												188				unreviewed	Predicted	UP000001425: Chromosome
P74051	sll0810			Sll0810 protein												186				unreviewed	Predicted	UP000001425: Chromosome
P73875	ssl0467			Ssl0467 protein												71				unreviewed	Predicted	UP000001425: Chromosome
Q6ZET5	ssl5045			Uncharacterized protein												60				unreviewed	Predicted	UP000001425: Plasmid pSYSM
Q55951	slr0801			Slr0801 protein												416				unreviewed	Predicted	UP000001425: Chromosome
P73865	sll1590			Sensory transduction histidine kinase			integral component of plasma membrane [GO:0005887]; histidine phosphotransfer kinase activity [GO:0009927]; phosphorelay sensor kinase activity [GO:0000155]; protein autophosphorylation [GO:0046777]	histidine phosphotransfer kinase activity [GO:0009927]; phosphorelay sensor kinase activity [GO:0000155]	protein autophosphorylation [GO:0046777]	integral component of plasma membrane [GO:0005887]						350				unreviewed	Predicted	UP000001425: Chromosome
P73838	slr1712			Slr1712 protein												268				unreviewed	Predicted	UP000001425: Chromosome
P72974	sll1516			Sll1516 protein												624				unreviewed	Predicted	UP000001425: Chromosome
Q55865	sll0585			Sll0585 protein												342				unreviewed	Predicted	UP000001425: Chromosome
Q6ZEK3	slr5127			Uncharacterized protein			integral component of membrane [GO:0016021]			integral component of membrane [GO:0016021]						256				unreviewed	Predicted	UP000001425: Plasmid pSYSM
P73052	slr1771			Slr1771 protein			dipeptidyl-peptidase activity [GO:0008239]	dipeptidyl-peptidase activity [GO:0008239]								535				unreviewed	Predicted	UP000001425: Chromosome
P72672	slr0728			Slr0728 protein			integral component of membrane [GO:0016021]			integral component of membrane [GO:0016021]	SUBCELLULAR LOCATION: Membrane {ECO:0000256|ARBA:ARBA00004141}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00004141}.					387				unreviewed	Predicted	UP000001425: Chromosome
P73919	ssl3769			Ssl3769 protein			integral component of membrane [GO:0016021]			integral component of membrane [GO:0016021]						74				unreviewed	Predicted	UP000001425: Chromosome
P74262	slr1674			Slr1674 protein												116				unreviewed	Predicted	UP000001425: Chromosome
P72690	slr0236			Slr0236 protein			glutathione transferase activity [GO:0004364]; maleylacetoacetate isomerase activity [GO:0016034]; glutathione metabolic process [GO:0006749]; L-phenylalanine catabolic process [GO:0006559]	glutathione transferase activity [GO:0004364]; maleylacetoacetate isomerase activity [GO:0016034]	glutathione metabolic process [GO:0006749]; L-phenylalanine catabolic process [GO:0006559]							222				unreviewed	Predicted	UP000001425: Chromosome
P74542	sll1329			Monophosphatase			metal ion binding [GO:0046872]; phosphoric ester hydrolase activity [GO:0042578]; histidine biosynthetic process [GO:0000105]; inositol phosphate dephosphorylation [GO:0046855]	metal ion binding [GO:0046872]; phosphoric ester hydrolase activity [GO:0042578]	histidine biosynthetic process [GO:0000105]; inositol phosphate dephosphorylation [GO:0046855]							287				unreviewed	Predicted	UP000001425: Chromosome
Q6ZEE0	slr7058			Slr7058 protein												100				unreviewed	Predicted	UP000001425: Plasmid pSYSA
P72909	slr1073			Slr1073 protein												384				unreviewed	Predicted	UP000001425: Chromosome
P74586		ddh		2-hydroxyaciddehydrogenase			D-lactate dehydrogenase activity [GO:0008720]; NAD binding [GO:0051287]	D-lactate dehydrogenase activity [GO:0008720]; NAD binding [GO:0051287]								333				unreviewed	Inferred from homology	UP000001425: Chromosome
P72802		mom72		Mitochondrial outer membrane 72K protein			outer membrane-bounded periplasmic space [GO:0030288]			outer membrane-bounded periplasmic space [GO:0030288]						266				unreviewed	Predicted	UP000001425: Chromosome
P73223	sll1925			Sll1925 protein			integral component of membrane [GO:0016021]			integral component of membrane [GO:0016021]						238				unreviewed	Predicted	UP000001425: Chromosome
P73485	sll1132			Sll1132 protein			integral component of membrane [GO:0016021]			integral component of membrane [GO:0016021]						483				unreviewed	Predicted	UP000001425: Chromosome
P73905	slr2080			Slr2080 protein			endonuclease activity [GO:0004519]; nucleic acid binding [GO:0003676]	endonuclease activity [GO:0004519]; nucleic acid binding [GO:0003676]								150				unreviewed	Predicted	UP000001425: Chromosome
Q6YRR5	ssr6089			Ssr6089 protein												72				unreviewed	Predicted	UP000001425: Plasmid pSYSX
P72905	slr1069			Slr1069 protein												137				unreviewed	Predicted	UP000001425: Chromosome
P74152	slr1467			Precorrin isomerase			precorrin-8X methylmutase activity [GO:0016993]; cobalamin biosynthetic process [GO:0009236]	precorrin-8X methylmutase activity [GO:0016993]	cobalamin biosynthetic process [GO:0009236]			PATHWAY: Cofactor biosynthesis; adenosylcobalamin biosynthesis. {ECO:0000256|ARBA:ARBA00004953}.				222				unreviewed	Inferred from homology	UP000001425: Chromosome
P72670	slr0725			Slr0725 protein			toxin-antitoxin complex [GO:0110001]; ribonuclease activity [GO:0004540]	ribonuclease activity [GO:0004540]		toxin-antitoxin complex [GO:0110001]						138				unreviewed	Predicted	UP000001425: Chromosome
Q55580	sll0350			Sll0350 protein			cell outer membrane [GO:0009279]; lipopolysaccharide export [GO:0015921]		lipopolysaccharide export [GO:0015921]	cell outer membrane [GO:0009279]						803				unreviewed	Predicted	UP000001425: Chromosome
P73438		hypE		Hydrogenase expression/formation protein HypE			peptidyl-S-carbamoyl-L-cysteine dehydration [GO:0046892]; protein maturation [GO:0051604]		peptidyl-S-carbamoyl-L-cysteine dehydration [GO:0046892]; protein maturation [GO:0051604]							345				unreviewed	Inferred from homology	UP000001425: Chromosome
